a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
smirk,smɜːk,,"['verb', 'adjective', 'noun']"
smite,smaɪt,,"['verb', 'noun']"
smith,smɪθ,,"['verb', 'noun']"
smithereens,smɪðəˈɹiːnz,,['noun']
smiths,smɪθs,,"['verb', 'noun']"
smithy,ˈsmɪθi,,"['verb', 'noun']"
smitten,ˈsmɪtən,,"['verb', 'adjective', 'noun']"
smock,smɒk,,"['verb', 'adjective', 'noun']"
smocking,ˈsmɒkɪŋ,,"['verb', 'noun']"
smocks,ɒk,,['noun']
smog,smɒɡ,,"['verb', 'noun']"
smoggy,ɒɡ,,['adjective']
smoke,sməʊk,,"['verb', 'noun']"
smoked,sməʊkt,,"['verb', 'adjective']"
smokehouse,ˈsmoʊkˌhaʊs,,['noun']
smoker,ˈsmoʊkɚ,,['noun']
smokes,sməʊks,,"['verb', 'noun']"
smokey,əʊk,,"['adjective', 'noun']"
smoking,ˈsməʊkɪŋ,,"['verb', 'adjective', 'noun']"
smoky,ˈsmoʊki,,['adjective']
smolder,ˈsmoʊldɚ,,"['verb', 'noun']"
smooch,smuːtʃ,,"['verb', 'noun']"
smooth,smuːð,,"['verb', 'adjective', 'noun', 'adverb']"
smoothie,ˈsmuːði,,['noun']
smoothly,ˈsmuːðli,,['adverb']
smote,sməʊt,,['verb']
smother,ˈsmʌðɚ,,"['verb', 'noun']"
smudge,smʌdʒ,,"['verb', 'noun']"
smug,smʌɡ,,"['verb', 'adjective', 'noun']"
smugger,ʌɡə(ɹ,,['adjective']
smuggle,ˈsmʌɡəl,,['verb']
smuggler,ˈsmʌɡ.lə(ɹ),,['noun']
smurf,smɜːf,,"['verb', 'interjection', 'noun']"
smurfs,smɜːfs,,"['verb', 'noun']"
smut,smʌt,,"['verb', 'noun']"
smutty,ˈsmʌti,,"['verb', 'adjective']"
smörgåsbord,ˈsmœrɡɔsˌbuːrd,,['noun']
snack,snæk,,"['verb', 'noun']"
snaffle,ˈsnæfəl,,"['verb', 'noun']"
snag,ˈsnæɡ,,"['verb', 'noun']"
snags,æɡ,,"['verb', 'noun', 'adverb']"
snail,sneɪl,,"['verb', 'noun']"
snake,ˈsneɪk,,"['verb', 'noun']"
snaked,sneɪkt,,['verb']
snakes,sneɪks,,"['verb', 'noun']"
snaking,ˈsneɪkɪŋ,,"['verb', 'noun']"
snaky,ˈsneɪki,,['adjective']
snap,snæp,,"['verb', 'adjective', 'interjection', 'noun']"
snapdragon,ˈsnæpdɹæɡən,,['noun']
snapped,snæpt,,['verb']
snapper,ˈsnæpɚ,,['noun']
snappish,ˈsnæpɪʃ,,['adjective']
snappy,ˈsnæpi,,['adjective']
snapshot,ˈsnæpʃɒt,,"['verb', 'noun']"
snare,snɛəɹ,,"['verb', 'adjective', 'noun']"
snares,snɛəz,,"['verb', 'noun']"
snark,snɑː(ɹ)k,,"['verb', 'noun']"
snarky,ˈsnɑɹ.ki,,['adjective']
snarl,ˈsnɑː(ɹ)l,,"['verb', 'noun']"
snatch,snætʃ,,"['verb', 'noun']"
snatched,snæt͡ʃt,,"['verb', 'adjective']"
snatcher,ætʃə(ɹ,,['noun']
snatching,ˈsnætʃɪŋ,,"['verb', 'noun']"
snazzy,ˈsnæzi,,['adjective']
sneak,sniːk,,"['verb', 'adjective', 'noun']"
sneaker,ˈsnikɚ,,['noun']
sneaky,ˈsniːki,,"['adjective', 'noun']"
sneer,snɪə̯,,"['verb', 'noun']"
sneered,snɪə̯d,,['verb']
sneers,snɪə̯z,,['verb']
sneeze,sniːz,,"['verb', 'noun']"
snick,snɪk,,"['verb', 'noun']"
snicker,ˈsnɪk.ə(ɹ),,"['verb', 'noun']"
snide,snaɪd,,"['adjective', 'noun']"
sniff,snɪf,,"['verb', 'interjection', 'noun']"
sniffer,sni.fe,,"['verb', 'noun']"
sniffle,ɪfə,,"['verb', 'noun']"
sniffy,ˈsnɪfi,,['adjective']
snifter,ˈsnɪftə(ɹ),,"['verb', 'noun']"
snip,snɪp,,"['verb', 'noun']"
snipe,snaɪp,,"['verb', 'noun']"
sniper,ˈsnaɪ.pɚ,,['noun']
snipes,snaɪps,,"['verb', 'noun']"
sniping,ˈsnaɪpɪŋ,,"['verb', 'noun']"
snipped,snɪpt,,"['verb', 'adjective']"
snippet,ˈsnɪpɪt,,"['verb', 'noun']"
snipping,ˈsnɪpɪŋ,,"['verb', 'noun']"
snippy,ɪp,,['adjective']
snips,snɪps,,"['verb', 'noun']"
snit,snɪt,,['noun']
snitch,snɪtʃ,,"['verb', 'noun']"
snivel,ˈsnɪvəl,,"['verb', 'noun']"
snob,snɒb,,"['adjective', 'noun']"
snobbish,ˈsnɒbɪʃ,,['adjective']
snobby,ɒb,,['adjective']
snobs,ɒb,,['noun']
snog,snɒɡ,,"['verb', 'adjective', 'noun']"
snood,snuːd,,"['verb', 'adjective', 'noun']"
snooker,ˈsnuːkə(ɹ),,"['verb', 'noun']"
snookered,ˈsnuː.kə(ɹ)d,,"['verb', 'adjective']"
snoop,snuːp,,"['verb', 'noun']"
snooper,ˈsnuːpə(ɹ),,['noun']
snoot,snuːt,,"['verb', 'noun']"
snooty,ˈsnuː.ti,,['adjective']
snooze,snuːz,,"['verb', 'noun']"
snore,snɔː,,"['verb', 'noun']"
snoring,ˈsnɔːɹɪŋ,,"['verb', 'noun']"
snorkel,ɔː(ɹ)kə,,"['verb', 'noun']"
snort,snɔɹt,,"['verb', 'noun']"
snorter,ɔː(ɹ)tə(ɹ,,['noun']
snot,snɒt,,"['verb', 'noun']"
snout,snaʊt,,"['verb', 'noun']"
snow,snəʊ,,"['verb', 'noun']"
snowball,ˈsnəʊbɔːl,,"['verb', 'adjective', 'noun']"
snowbird,ˈsnəʊbɜːd,,['noun']
snowboard,ˈsnəʊˌbɔːd,,"['verb', 'noun']"
snowboarder,ˈsnəʊˌbɔːdə,,['noun']
snowboarding,snɔwˈbɔr.diŋk,,"['verb', 'noun']"
snowdrop,ˈsnəʊ.dɹɒp,,"['verb', 'noun']"
snowed,snəʊd,,['verb']
snowfall,ˈsnoʊfɔːl,,['noun']
snowflake,ˈsnəʊ.fleɪk,,"['verb', 'noun']"
snowing,ˈsnəʊɪŋ,,"['verb', 'noun']"
snowman,ˈsnəʊ.mæn,,['noun']
snows,əʊ,,"['verb', 'noun']"
snowshoe,ˈsnoʊʃu,,"['verb', 'noun']"
snowstorm,ˈsnəʊstɔːm,,['noun']
snowy,snəʊi,,"['adjective', 'noun']"
snub,snʌb,,"['verb', 'adjective', 'noun']"
snuff,snʌf,,"['verb', 'noun']"
snuffle,snʌfəl,,"['verb', 'noun']"
snug,snʌɡ,,"['verb', 'adjective', 'noun']"
snugger,ʌɡə(ɹ,,"['adjective', 'noun']"
snuggle,ˈsnʌɡəl,,"['verb', 'noun']"
snugly,ˈsnʌɡli,,['adverb']
so,səʊ,,"['interjection', 'conjunction', 'adjective', 'pronoun', 'preposition', 'noun', 'adverb', 'verb']"
soak,səʊk,,"['verb', 'adjective', 'noun']"
soaked,səʊkt,,"['verb', 'adjective']"
soap,soʊp,,"['verb', 'noun']"
soapbox,ˈsəʊpbɒks,,"['verb', 'noun']"
soapy,ˈsəʊpi,,['adjective']
soar,sɔː,,"['verb', 'noun']"
soared,sɔɹd,,['verb']
sob,sɒb,,"['adjective', 'preposition', 'noun', 'adverb', 'verb']"
sobbing,ˈsɒbɪŋ,,"['verb', 'adjective', 'noun']"
sober,ˈsəʊ.bə(ɹ),,"['verb', 'adjective']"
sobriety,səˈbɹaɪ.ɪti,,['noun']
sobriquet,ˈsəʊ.bɹɪ.keɪ,,['noun']
soc,səʊʃ,,"['verb', 'noun']"
soccer,ˈsɒk.ə,,"['verb', 'noun']"
sociable,ˈsoʊʃəbəl,,"['adjective', 'noun']"
social,ˈsəʊʃəl,,"['adjective', 'noun']"
socialism,ˈsoʊʃəlɪzəm,,['noun']
socialist,ˈsəʊʃəlɪst,,"['adjective', 'noun']"
socialite,ˈsoʊʃəˌlaɪt,,['noun']
socials,so.siˈals,,"['adjective', 'noun']"
societal,səˈsaɪətl,,['adjective']
society,səˈsaɪ.ə.ti,,['noun']
sociology,ˌsəʊsiːˈɒlədʒiː,,['noun']
sociopath,ˈsoʊ.ʃi.əˌpæθ,,['noun']
sock,sɑk,,"['verb', 'adjective', 'interjection', 'noun']"
socket,ˈsɒkɪt,,"['verb', 'noun']"
socking,ˈsɑkɪŋ,,"['verb', 'adverb']"
socks,sɒks,,"['verb', 'noun']"
sod,sɒd,,"['verb', 'adjective', 'interjection', 'noun']"
soda,ˈsəʊdə,,"['verb', 'adjective', 'noun']"
sodas,ˈsoːdɐs,,['noun']
sodden,ˈsɒ.dən,,"['verb', 'adjective']"
sodium,ˈsəʊ.dɪəm,,['noun']
sodomite,sɔ.dɔ.mit,,['noun']
sodomy,ˈsɒdəmi,,['noun']
sods,sùots,,"['verb', 'noun']"
soever,səʊˈɛvə,,['adverb']
sofa,ˈsəʊfə,,"['verb', 'noun']"
sofas,sɔ.fɑ,,"['verb', 'noun']"
soft,sɒft,,"['adjective', 'interjection', 'noun', 'adverb']"
softball,ˈsoftboːl,,['noun']
soften,ˈsɒfən,,['verb']
softened,ˈsɒfənd,,"['verb', 'adjective']"
softly,ˈsɔftli,,['adverb']
softness,ˈsɔftnəs,,['noun']
software,ˈsɒf(t)ˌwɛə,,['noun']
soggy,ˈsɒɡi,,['adjective']
soigné,ˈswɑː.njeɪ,,"['verb', 'adjective']"
soil,sɔɪl,,"['verb', 'adjective', 'noun', 'adverb']"
soiled,ˈsɔɪld,,"['verb', 'adjective']"
soirée,swa.ʁe,,['noun']
sojourn,ˈsɒdʒɜːn,,"['verb', 'noun']"
sojourner,ˈsoʊd͡ʒɝnɚ,,['noun']
sol,sɒl,,"['verb', 'adjective', 'noun', 'adverb']"
solace,ˈsɒ.lɪs,,"['verb', 'noun']"
solar,ˈsoʊlɚ,,"['verb', 'adjective', 'noun']"
solaria,so.ləˈɾi.ə,,"['verb', 'noun']"
solarium,səˈlɛəɹ.i.əm,,['noun']
sold,ˈsəʊld,,"['verb', 'noun']"
solder,ˈsɒl.də(ɹ),,"['verb', 'noun']"
soldering,ˈsɑdəɹɪŋ,,"['verb', 'noun']"
soldier,ˈsəʊld͡ʒə,,"['verb', 'noun']"
soldiers,ˈsoʊldʒɚz,,"['verb', 'noun']"
soldiery,ˈsəʊldʒəɹi,,['noun']
sole,səʊl,,"['verb', 'adjective', 'noun', 'adverb']"
solecism,ˈsɒlɪsɪzəm,,['noun']
solely,ˈsəʊl.li,,['adverb']
solemn,ˈsɒləm,,['adjective']
solemnity,səˈlɛmnɪti,,['noun']
solemnly,ˈsɒləmli,,['adverb']
soles,ˈsɔ.ləs,,"['verb', 'adjective', 'noun']"
solicit,səˈlɪsɪt,,"['verb', 'noun']"
solicitation,səˌlɪsɪˈteɪʃən,,['noun']
solicited,səˈlɪsɪtɪd,,['verb']
solicitor,səˈlɪsɪtɚ,,['noun']
solicitous,səˈlɪsɪtəs,,['adjective']
solicitude,səˈlɪsɪˌt(j)uːd,,['noun']
solid,ˈsɑlɪd,,"['adjective', 'noun', 'adverb']"
solidarity,ˌsɒlɪˈdæɹɪti,,['noun']
solidi,ˈsolidi,,"['adjective', 'noun']"
solidify,səˈlɪdəˌfaɪ,,['verb']
solidity,səˈlɪdɪti,,['noun']
solidus,ˈsɑlɪdəs,,"['adjective', 'noun']"
soliloquy,səˈlɪləkwi,,"['verb', 'noun']"
solipsism,ˈsɑlɪpsɪzm,,['noun']
solitaire,ˈsɒl.ɪˌtɛə(ɹ),,"['adjective', 'noun']"
solitariness,ˈsɒlɪt(ə)ɹɪnəs,,['noun']
solitary,ˈsɑlɪtɛɹi,,"['adjective', 'noun']"
solitude,ˈsɒlɪˌtjuːd,,['noun']
solo,ˈsoʊ.loʊ,,"['conjunction', 'adjective', 'noun', 'adverb', 'verb']"
sols,ˈsɔls,,"['verb', 'adjective', 'noun', 'adverb']"
solstice,ˈsɒl.stɪs,,['noun']
soluble,ˈsɔɫ.jʊ.bəɫ,,['adjective']
solute,ˈsɒljuːt,,"['verb', 'adjective', 'noun']"
solution,səˈl(j)uːʃən,,"['verb', 'noun']"
solve,sɒlv,,"['verb', 'noun']"
solvent,ˈsɒlvənt,,"['verb', 'adjective', 'noun']"
somatosensory,ɛnsəɹ,,['adjective']
somber,ˈsɑmbɚ,,"['verb', 'adjective']"
sombrero,sɑmˈbɹɛɹoʊ,,['noun']
some,sʌm,,"['verb', 'noun', 'pronoun', 'adverb']"
somebody,ˈsʌmbədɪ,,"['noun', 'pronoun']"
somehow,ˈsʌmhaʊ,,['adverb']
someone,ˈsʌmwʌn,,"['noun', 'pronoun']"
someplace,ˈsʌmˌpleɪs,,"['noun', 'adverb']"
somersault,ˈsʌmə(ɹ)ˌsɒlt,,"['verb', 'noun']"
somerset,ˈsʌm.ɚ.sɛt,,"['verb', 'noun']"
something,ˈsʌmθɪŋ,,"['adjective', 'pronoun', 'noun', 'adverb', 'verb']"
sometime,ˈsʌmˌtaɪm,,"['adjective', 'adverb']"
sometimes,ˈsʌmtaɪmz,,"['adjective', 'adverb']"
someway,ˈsʌmweɪ,,['adverb']
someways,ˈsʌmweɪz,,['adverb']
somewhat,ˈsʌmwɒt,,"['noun', 'pronoun', 'adverb']"
somewhere,ˈsʌm.wɛɹ,,"['noun', 'adverb']"
somnambulism,som.nam.buˈlism,,['noun']
somnambulist,sɒmˈnæmbjʊlɪst,,['noun']
somnolence,ˈsɑm.nə.ləns,,['noun']
somnolent,ˈsɒmnələnt,,"['verb', 'adjective']"
son,sʌn,,"['adjective', 'pronoun', 'preposition', 'noun', 'adverb', 'verb']"
sonar,soˈna,,"['verb', 'noun']"
sonata,səˈnɑːtə,,"['adjective', 'noun']"
sonatina,ˌsoː.naːˈti.naː,,['noun']
song,sɒŋ,,"['verb', 'adjective', 'noun', 'adverb']"
songbird,ˈsɒŋˌbɜːd,,['noun']
songs,sɒŋz,,['noun']
songstress,ˈsɑŋɡ.stɹɪs,,['noun']
sonic,ˈsɒnɪk,,['adjective']
sonnet,ˈsɒnɪt,,"['verb', 'noun']"
sonnets,ˈsɒnɪts,,['noun']
sonny,ˈsʌni,,['noun']
sonogram,ˈsəʊ.nəˌɡɹæm,,"['verb', 'noun']"
sonority,səˈnɑɹɪti,,['noun']
sonorous,ˈsɒn.əɹ.əs,,['adjective']
sons,sʌnz,,"['adjective', 'noun']"
soon,suːn,,"['verb', 'adjective', 'noun', 'adverb']"
sooner,ˈsunɚ,,"['adjective', 'adverb']"
soot,sʊt,,"['verb', 'adjective', 'noun']"
sooth,suːθ,,"['adjective', 'noun', 'adverb']"
soothe,suːð,,['verb']
soothed,suːðd,,['verb']
soothing,ˈsuːðɪŋ,,"['verb', 'adjective', 'noun']"
sooty,ˈsʊti,,"['verb', 'adjective']"
sop,sɒp,,"['verb', 'noun']"
sophist,ˈsɒfɪst,,['noun']
sophisticate,səˈfɪstɪkət,,"['verb', 'adjective', 'noun']"
sophistication,səˌfɪs.tɪˈkeɪ.ʃən,,['noun']
sophistry,ˈsɒ.fɪ.stɹi,,['noun']
sophomore,ˈsɒfəmɔː,,"['adjective', 'noun']"
sophomoric,sɒfəˈmɒɹɪk,,['adjective']
soporific,ˌsɒp.əˈɹɪf.ɪk,,"['adjective', 'noun']"
sopping,ɒpɪ,,"['verb', 'adjective']"
soppy,ˈsɒpi,,['adjective']
soprano,səˈpɹænoʊ,,"['verb', 'noun']"
sopranos,sɔ.pʁa.no,,['noun']
sorbet,sɔɹˈbeɪ,,"['verb', 'noun']"
sorcerer,ˈsɔːsəɹə(ɹ),,['noun']
sorcery,ˈsɔɹ.sə.ɹi,,['noun']
sordid,ˈsɔː.dɪd,,"['adjective', 'noun']"
sore,sɔː,,"['adjective', 'preposition', 'noun', 'adverb', 'verb']"
sorely,ˈsɔɹli,,['adverb']
sores,ˈsoː.rəs,,['noun']
sorghum,ˈsɔ(ɹ).ɡəm,,['noun']
sorority,ɒɹɪt,,['noun']
sorrel,ˈsɒɹəl,,"['adjective', 'noun']"
sorrow,ˈsɒɹ.əʊ,,"['verb', 'noun']"
sorrowful,ˈsɔɹoʊfəl,,['adjective']
sorrows,ˈsɔɹoʊz,,"['verb', 'noun']"
sorry,ˈsɔɹ.i,,"['adjective', 'interjection', 'noun']"
sort,sɔːt,,"['verb', 'adjective', 'noun', 'adverb']"
sorta,ˈsɔɹtə,,"['verb', 'noun', 'adverb']"
sorter,ɔː(ɹ)tə(ɹ,,"['verb', 'noun']"
sortie,ˈsɔ.ti,,"['verb', 'noun']"
sorts,sɔːts,,"['verb', 'noun']"
sot,sɒt,,"['adjective', 'preposition', 'noun', 'adverb', 'verb']"
sou,sœu,,"['adjective', 'pronoun', 'preposition', 'noun', 'adverb', 'verb']"
soufflé,ˈsuːfleɪ,,"['verb', 'adjective', 'noun']"
sough,saʊ,,"['verb', 'noun']"
soughed,aʊ,,['verb']
sought,sɔːt,,['verb']
souk,suk,,['noun']
soul,səʊl,,"['verb', 'adjective', 'noun']"
soulful,ˈsoʊlfəl,,"['adjective', 'noun']"
soulfully,ˈsoʊlfəli,,['adverb']
soulfulness,ˈsoʊlfəlnəs,,['noun']
souls,səʊlz,,"['verb', 'adjective', 'noun']"
sound,saʊnd,,"['interjection', 'adjective', 'noun', 'adverb', 'verb']"
sounded,ˈsaʊndɪd,,['verb']
sounder,ˈsaʊndə(ɹ),,"['adjective', 'noun']"
sounding,ˈsaʊndɪŋ,,"['verb', 'adjective', 'noun']"
soundless,saʊndləs,,['adjective']
soundly,ˈsaʊnd.lɪ,,['adverb']
sounds,saʊndz,,"['verb', 'noun']"
soundscape,saʊndskeɪp,,"['verb', 'noun']"
soup,suːp,,"['verb', 'noun']"
souped,uːp,,"['verb', 'adjective']"
soupy,ˈsupi,,['adjective']
soupçon,suːpˈsɒn,,['noun']
soupçons,sup.sɔ̃,,['noun']
sour,ˈsaʊ(ə)ɹ,,"['verb', 'adjective', 'noun', 'preposition']"
source,sɔɹs,,"['verb', 'noun']"
sources,sɔɹsɪz,,"['verb', 'noun']"
sourcing,ˈsɔɹsɪŋ,,"['verb', 'noun']"
sourdough,ˈsaʊɚˌdoʊ,,['noun']
sourpuss,ˈsaʊə(ɹ)ˌpʊs,,['noun']
sous,suːz,,"['adjective', 'noun', 'preposition']"
souse,saʊs,,"['verb', 'noun', 'adverb']"
soused,ˈsou̯sɛt,,"['verb', 'adjective', 'noun']"
south,saʊθ,,"['verb', 'adjective', 'noun', 'adverb']"
southerly,ˈsʌðəliː,,"['adjective', 'noun', 'adverb']"
southern,ˈsʌðən,,"['adjective', 'noun']"
southpaw,ˈsaʊθˌpɔː,,['noun']
southward,ˈsaʊθwəd,,"['adjective', 'noun', 'adverb']"
southwest,saʊθˈwɛst,,"['adjective', 'noun']"
southwester,ɛstə(ɹ,,['noun']
souvenir,ˌsuːvəˈnɪə(ɹ),,"['verb', 'noun']"
sovereign,ˈsɒv.ɹɪn,,"['verb', 'adjective', 'noun']"
sovereigns,ˈsɒv.ɹɪnz,,['noun']
sovereignty,ˈsɒv.ɹən.ti,,['noun']
soviet,ˈsəʊ.vi.ət,,"['adjective', 'noun']"
sow,saʊ,,"['verb', 'noun']"
sowed,səʊd,,['verb']
sower,ˈsəʊə(ɹ),,"['adjective', 'noun']"
sowing,ˈsəʊɪŋ,,"['verb', 'noun']"
sown,soʊn,,"['verb', 'noun']"
soy,sɔɪ,,"['verb', 'noun', 'pronoun']"
sozzled,ˈsɒzl̩d,,"['verb', 'adjective']"
spa,ˈspɑː,,"['verb', 'adjective', 'noun']"
space,speɪs,,"['verb', 'noun']"
spaced,eɪs,,['verb']
spaceman,ˈspeɪsˌmæn,,['noun']
spaceport,ˈspeɪs.pɔːt,,['noun']
spacer,ˈspeɪsə(ɹ),,['noun']
spaces,ˈspeɪsɪz,,"['verb', 'noun']"
spacial,eɪʃə,,['adjective']
spacious,ˈspeɪʃəs,,['adjective']
spade,speɪd,,"['verb', 'adjective', 'noun']"
spades,speɪdz,,"['verb', 'noun']"
spadix,ˈspeɪdɪks,,"['adjective', 'noun']"
spaghetti,spəˈɡɛt.i,,"['verb', 'noun']"
spake,speɪk,,"['verb', 'adjective', 'noun']"
spam,ˈspæm,,"['verb', 'noun']"
spammer,æmə(ɹ,,"['verb', 'noun']"
spammers,æmə(ɹ),,['noun']
spamming,ˈspamin,,"['verb', 'noun']"
span,spæn,,"['verb', 'noun']"
spandex,ˈspændɛks,,['noun']
spangle,ˈspæŋɡ(ə)l,,"['verb', 'noun']"
spangled,ˈspæŋ.ɡəld,,"['verb', 'adjective']"
spaniel,ˈspænjəl,,"['verb', 'noun']"
spank,spæŋk,,"['verb', 'noun']"
spanking,ˈspæŋkɪŋ,,"['verb', 'adjective', 'noun', 'adverb']"
spanks,æŋk,,"['verb', 'noun']"
spanner,ˈspæn.ə(ɹ),,['noun']
spanning,ˈspɑ.nɪŋ,,"['verb', 'noun']"
spar,spɑː,,"['verb', 'adjective', 'noun']"
spare,ˈspɛə(ɹ),,"['verb', 'adjective', 'noun']"
spared,ˈspɛɹd,,['verb']
sparing,ˈspa.rɪŋ,,"['verb', 'adjective', 'noun']"
spark,spɑɹk,,"['verb', 'noun']"
sparkle,ˈspɑːkəl,,"['verb', 'noun']"
sparkling,ˈspɑɹkl̩ɪŋ,,"['verb', 'adjective', 'noun']"
sparks,ɑː(ɹ)k,,"['verb', 'noun']"
sparky,ɑː(ɹ)k,,"['adjective', 'noun']"
sparrow,ˈspæɹəʊ,,['noun']
sparse,spɑːs,,"['verb', 'adjective']"
spartan,ˈspɑː(ɹ)tən,,"['adjective', 'noun']"
spas,spɑːz,,"['verb', 'interjection', 'noun']"
spasm,ˈspæz.əm,,"['verb', 'noun']"
spasmodic,spæzˈmɒd.ɪk,,"['adjective', 'noun']"
spastic,ˈspastɪk,,"['adjective', 'noun']"
spat,spæt,,"['verb', 'noun']"
spate,speɪt,,['noun']
spathe,speɪð,,['noun']
spatial,ˈspeɪʃəl,,['adjective']
spatter,ˈspætɚ,,"['verb', 'noun']"
spatula,ˈspætjʊlə,,['noun']
spavin,ˈspævɪn,,['noun']
spawn,ˈspɔːn,,"['verb', 'noun']"
spay,speɪ,,"['verb', 'noun']"
spayed,speɪd,,['verb']
spays,eɪ,,['verb']
speak,spiːk,,"['verb', 'noun']"
speaker,ˈspikɚ,,['noun']
speakerphone,ˈspiːkəˌfəʊn,,['noun']
speakers,ˈspikɚz,,['noun']
speaking,ˈspiːˌkɪŋ,,"['verb', 'adjective', 'interjection', 'noun']"
speaks,ˈspiːks,,"['verb', 'noun']"
spear,spɪə̯(ɹ),,"['verb', 'adjective', 'noun']"
spearhead,ˈspɪə.hɛd,,"['verb', 'noun']"
spearing,ɪərɪ,,"['verb', 'noun']"
spearmint,ˈspɪəˌmɪnt,,['noun']
spec,ˈspɛk,,"['verb', 'noun']"
special,ˈspɛʃ.əl,,"['verb', 'adjective', 'noun']"
specialist,ˈspɛʃəlɪst,,"['adjective', 'noun']"
specialization,ˌspɛʃəlɪˈzeɪʃn̩,,['noun']
specialize,ˈspɛʃəˌlaɪz,,['verb']
specially,ˈspɛʃəli,,['adverb']
specialty,ˈspɛʃəlti,,['noun']
specie,ˈspiːʃi,,"['preposition', 'noun', 'adverb']"
species,ˈspiːʃiːz,,['noun']
specific,spəˈsɪf.ɪk,,"['adjective', 'noun']"
specifically,spəˈsɪf.ɪk.li,,['adverb']
specificity,spɛsɪˈfɪsɪti,,['noun']
specified,ˈspɛsɪfaɪd,,"['verb', 'adjective']"
specifier,ˈspɛsəˌfaɪɚ,,['noun']
specify,ˈspɛs.ɪ.faɪ,,['verb']
specimen,ˈspɛsɪmɪn,,['noun']
specimens,ˈspɛsɪmɪnz,,['noun']
specious,ˈspiːʃəs,,['adjective']
speck,spɛk,,"['verb', 'noun']"
specked,spɛkt,,['adjective']
speckle,ˈspɛkəl,,"['verb', 'noun']"
speckled,ˈspɛkəld,,['adjective']
specks,ɛk,,['noun']
specs,spɛks,,['noun']
spectacle,ˈspɛktəkl̩,,['noun']
spectacles,ˈspɛktəkl̩z,,['noun']
spectacular,spɛkˈtæk.jʊ.lə,,"['adjective', 'noun']"
spectate,spɛkˈteɪt,,['verb']
spectator,spɛkˈteɪtə,,['noun']
specter,ˈspɛktɚ,,"['verb', 'noun']"
spectral,ˈspɛktɹəɫ,,['adjective']
spectrometer,ɒmɪtə(ɹ,,['noun']
spectrum,ˈspektɹəm,,['noun']
speculate,ˈspɛk.jʊˌleɪt,,['verb']
speculation,ˌspɛk.jəˈleɪ.ʃən,,['noun']
speculative,ˈspɛkjuləˌtɪv,,['adjective']
speculator,spe.kuˈlaː.tor,,"['verb', 'noun']"
sped,spɛd,,"['verb', 'adjective', 'noun']"
speech,ˈspiːtʃ,,"['verb', 'noun']"
speeches,ˈspiːt͡ʃɪz,,"['verb', 'noun']"
speechify,ˈspiːtʃɪfaɪ,,['verb']
speechless,ˈspiːtʃ.lɪs,,['adjective']
speed,spiːd,,"['verb', 'interjection', 'noun']"
speedboat,ˈspidˌboʊt,,"['verb', 'noun']"
speedily,ˈspiːdɪli,,['adverb']
speediness,ˈspiːdinəs,,['noun']
speeding,ˈspiːdɪŋ,,"['verb', 'adjective', 'noun']"
speedometer,spɪˈdɑm.ɪ.tɚ,,['noun']
speedway,ˈspiːdweɪ,,['noun']
speedwell,ˈspiːdˌwɛl,,['noun']
speedy,ˈspiːdi,,"['verb', 'adjective']"
spell,spɛl,,"['verb', 'noun']"
spelled,ˈspɛld,,['verb']
speller,ɛlə(ɹ,,['noun']
spelling,ˈspɛlɪŋ,,"['verb', 'noun']"
spellings,ˈspɛlɪŋz,,['noun']
spelunker,ʌŋkə(ɹ,,['noun']
spend,spɛnd,,"['verb', 'noun']"
spending,ˈspɛndɪŋ,,"['verb', 'noun']"
spendthrift,ˈspɛn(d)θɹɪft,,"['adjective', 'noun']"
spent,ˈspɛnt,,"['verb', 'adjective']"
sperm,spɜːɹm,,"['verb', 'noun']"
spermatozoon,ˌspɜːmətə(ʊ)ˈzəʊɒn,,['noun']
spermicide,sper.miˈt͡ʃi.de,,"['adjective', 'noun']"
spew,spjuː,,"['verb', 'noun']"
spews,uː,,['verb']
sphagnum,ˈsfæɡnəm,,['noun']
sphere,sfɪə,,"['verb', 'noun']"
spherical,sfɛɹɪkəl,,['adjective']
spheroidal,ɔɪdə,,"['adjective', 'noun']"
sphincter,ˈsfɪŋk.tə(ɹ),,['noun']
sphinx,sfɪŋks,,"['verb', 'noun']"
spic,ˈspɪk,,['noun']
spice,spaɪs,,"['verb', 'adjective', 'noun']"
spiced,spaɪst,,"['verb', 'adjective']"
spices,ˈspaɪsɪz,,"['verb', 'noun']"
spicing,ˈspiː.kinɡ,,"['verb', 'noun']"
spicy,ˈspʲit͡sɨ,,['adjective']
spider,ˈspaɪ̯dɚ,,"['verb', 'noun']"
spied,aɪ,,['verb']
spiel,ʃpiːl,,"['verb', 'noun']"
spies,spaɪz,,"['verb', 'noun']"
spiff,spɪf,,"['verb', 'noun']"
spiffing,ɪfɪ,,"['verb', 'adjective']"
spiffy,ˈspɪfi,,"['adjective', 'noun']"
spigot,ˈspɪ.ɡət,,"['verb', 'noun']"
spike,spaɪk,,"['verb', 'noun']"
spikes,aɪk,,"['verb', 'noun']"
spiky,ˈspaɪ.ki,,['adjective']
spill,spɪl,,"['verb', 'noun']"
spillage,ˈspɪl.ɪdʒ ,,['noun']
spilling,ɪlɪ,,"['verb', 'noun']"
spills,spɪlz,,"['verb', 'noun']"
spin,spɪn,,"['verb', 'noun']"
